"","word","n","Year"
"5143","yang",1,2000
"5144","yankee",1,2000
"5145","yeah5embed",1,2000
"5146","yeah9embed",1,2000
"5147","yelawolf",1,2000
"5148","yell",1,2000
"5149","yellin",1,2000
"5150","yemanja",1,2000
"5151","yin",1,2000
"5152","you15embed",1,2000
"5153","you1embed",1,2000
"5154","you3embed",1,2000
"5155","you67embed",1,2000
"5156","you9embed",1,2000
"5157","your're",1,2000
"5158","youyou",1,2000
"5159","you’ll",1,2000
"5160","yup",1,2000
"5161","z1renz",1,2000
"5162","zacari",1,2000
"5163","zara",1,2000
"5164","zenith",1,2000
"5165","zillion",1,2000
"5166","zoinkys",1,2000
"5167","zone",1,2000
"5168","zoning",1,2000
"5169","zoo",1,2000
"5170","zumo",1,2000
"5171","ódú",1,2000
"5172","ötzi",1,2000
"5173","chorus",347,2001
"5174","yeah",306,2001
"5175","baby",276,2001
"5176","love",227,2001
"5177","verse",212,2001
"5178","la",207,2001
"5179","girl",151,2001
"5180","time",135,2001
"5181","life",123,2001
"5182","gonna",120,2001
"5183","wanna",116,2001
"5184","feel",102,2001
"5185","1",98,2001
"5186","day",98,2001
"5187","2",94,2001
"5188","uh",94,2001
"5189","da",92,2001
"5190","lyrics",85,2001
"5191","rollin",84,2001
"5192","dance",83,2001
"5193","world",72,2001
"5194","play",71,2001
"5195","pre",70,2001
"5196","heart",69,2001
"5197","ooh",69,2001
"5198","hands",66,2001
"5199","bridge",65,2001
"5200","hey",64,2001
"5201","night",64,2001
"5202","stop",62,2001
"5203","lovin",61,2001
"5204","lady",59,2001
"5205","music",58,2001
"5206","sing",54,2001
"5207","head",52,2001
"5208","coming",50,2001
"5209","2pac",49,2001
"5210","hit",47,2001
"5211","free",46,2001
"5212","na",46,2001
"5213","em",45,2001
"5214","freak",45,2001
"5215","low",45,2001
"5216","mind",45,2001
"5217","outro",45,2001
"5218","real",45,2001
"5219","eyes",44,2001
"5220","gon",44,2001
"5221","move",44,2001
"5222","ready",44,2001
"5223","gotta",43,2001
"5224","promise",43,2001
"5225","izz",42,2001
"5226","yo",42,2001
"5227","fun",41,2001
"5228","3",40,2001
"5229","alright",40,2001
"5230","annie",40,2001
"5231","body",40,2001
"5232","break",40,2001
"5233","intro",40,2001
"5234","ya",40,2001
"5235","tickets",39,2001
"5236","whoa",39,2001
"5237","feeling",38,2001
"5238","home",38,2001
"5239","liveget",38,2001
"5240","ride",38,2001
"5241","celebrate",37,2001
"5242","havin",37,2001
"5243","raining",37,2001
"5244","light",36,2001
"5245","call",35,2001
"5246","drama",35,2001
"5247","hip",35,2001
"5248","rise",35,2001
"5249","rule",35,2001
"5250","y'all",35,2001
"5251","party",34,2001
"5252","song",34,2001
"5253","i'ma",33,2001
"5254","ladies",33,2001
"5255","moment",33,2001
"5256","people",33,2001
"5257","tired",33,2001
"5258","feat",32,2001
"5259","le",32,2001
"5260","ja",31,2001
"5261","throw",31,2001
"5262","change",30,2001
"5263","movin",30,2001
"5264","soul",30,2001
"5265","ah",29,2001
"5266","leave",29,2001
"5267","money",29,2001
"5268","shit",29,2001
"5269","nation",28,2001
"5270","follow",27,2001
"5271","hold",27,2001
"5272","left",27,2001
"5273","lonely",27,2001
"5274","talk",27,2001
"5275","thug",27,2001
"5276","times",27,2001
"5277","tonight",27,2001
"5278","wrong",27,2001
"5279","jo",26,2001
"5280","pain",26,2001
"5281","rocked",26,2001
"5282","true",26,2001
"5283","de",25,2001
"5284","understand",25,2001
"5285","cream",24,2001
"5286","girls",24,2001
"5287","goin",24,2001
"5288","hear",24,2001
"5289","meant",24,2001
"5290","youth",24,2001
"5291","club",23,2001
"5292","fall",23,2001
"5293","faut",23,2001
"5294","funky",23,2001
"5295","jelly",23,2001
"5296","qu'tu",23,2001
"5297","remind",23,2001
"5298","survivor",23,2001
"5299","tiennes",23,2001
"5300","angel",22,2001
"5301","babe",22,2001
"5302","bring",22,2001
"5303","crazy",22,2001
"5304","dj",22,2001
"5305","funny",22,2001
"5306","blue",21,2001
"5307","nelly",21,2001
"5308","til",21,2001
"5309","arms",20,2001
"5310","beat",20,2001
"5311","boy",20,2001
"5312","doo",20,2001
"5313","fly",20,2001
"5314","fuck",20,2001
"5315","lost",20,2001
"5316","loved",20,2001
"5317","minute",20,2001
"5318","words",20,2001
"5319","chance",19,2001
"5320","cost",19,2001
"5321","cry",19,2001
"5322","dreams",19,2001
"5323","found",19,2001
"5324","hand",19,2001
"5325","hard",19,2001
"5326","live",19,2001
"5327","mine",19,2001
"5328","phone",19,2001
"5329","shut",19,2001
"5330","deep",18,2001
"5331","door",18,2001
"5332","gettin",18,2001
"5333","heard",18,2001
"5334","huh",18,2001
"5335","jackson",18,2001
"5336","lookin",18,2001
"5337","missing",18,2001
"5338","stay",18,2001
"5339","told",18,2001
"5340","bout",17,2001
"5341","c'est",17,2001
"5342","fine",17,2001
"5343","guess",17,2001
"5344","peaches",17,2001
"5345","pills",17,2001
"5346","rock",17,2001
"5347","round",17,2001
"5348","uptown",17,2001
"5349","awhile",16,2001
"5350","bientôt",16,2001
"5351","broke",16,2001
"5352","damn",16,2001
"5353","forever",16,2001
"5354","i’m",16,2001
"5355","justin",16,2001
"5356","matter",16,2001
"5357","niggas",16,2001
"5358","benz",15,2001
"5359","breathe",15,2001
"5360","caught",15,2001
"5361","cold",15,2001
"5362","dancery",15,2001
"5363","darling",15,2001
"5364","fool",15,2001
"5365","kiss",15,2001
"5366","lies",15,2001
"5367","listen",15,2001
"5368","livin",15,2001
"5369","lo",15,2001
"5370","music's",15,2001
"5371","pm",15,2001
"5372","style",15,2001
"5373","survive",15,2001
"5374","window",15,2001
"5375","bird",14,2001
"5376","cash",14,2001
"5377","dancing",14,2001
"5378","fill",14,2001
"5379","forget",14,2001
"5380","givin",14,2001
"5381","happy",14,2001
"5382","hoo",14,2001
"5383","ice",14,2001
"5384","inside",14,2001
"5385","jaded",14,2001
"5386","nothin",14,2001
"5387","oops",14,2001
"5388","post",14,2001
"5389","shaggy",14,2001
"5390","shorty",14,2001
"5391","start",14,2001
"5392","strange",14,2001
"5393","sun",14,2001
"5394","tears",14,2001
"5395","truth",14,2001
"5396","who'd",14,2001
"5397","woah",14,2001
"5398","bad",13,2001
"5399","care",13,2001
"5400","changed",13,2001
"5401","eminem",13,2001
"5402","feelings",13,2001
"5403","glad",13,2001
"5404","handle",13,2001
"5405","jennifer",13,2001
"5406","lopez",13,2001
"5407","ms",13,2001
"5408","queen",13,2001
"5409","refrain",13,2001
"5410","romeo",13,2001
"5411","shame",13,2001
"5412","thinking",13,2001
"5413","4",12,2001
"5414","bootylicious",12,2001
"5415","butterfly",12,2001
"5416","check",12,2001
"5417","close",12,2001
"5418","edge",12,2001
"5419","feels",12,2001
"5420","floor",12,2001
"5421","harder",12,2001
"5422","jagged",12,2001
"5423","nigga",12,2001
"5424","notre",12,2001
"5425","rarest",12,2001
"5426","reach",12,2001
"5427","red",12,2001
"5428","run",12,2001
"5429","smoke",12,2001
"5430","sound",12,2001
"5431","story",12,2001
"5432","sugar",12,2001
"5433","takes",12,2001
"5434","telling",12,2001
"5435","touch",12,2001
"5436","walk",12,2001
"5437","wild",12,2001
"5438","112",11,2001
"5439","blind",11,2001
"5440","child",11,2001
"5441","complete",11,2001
"5442","crunk",11,2001
"5443","daughter",11,2001
"5444","drive",11,2001
"5445","easy",11,2001
"5446","fallin",11,2001
"5447","future",11,2001
"5448","game",11,2001
"5449","hair",11,2001
"5450","hell",11,2001
"5451","lee",11,2001
"5452","lights",11,2001
"5453","loving",11,2001
"5454","makes",11,2001
"5455","missy",11,2001
"5456","pay",11,2001
"5457","pretty",11,2001
"5458","radio",11,2001
"5459","special",11,2001
"5460","spend",11,2001
"5461","stars",11,2001
"5462","strong",11,2001
"5463","survivin",11,2001
"5464","swear",11,2001
"5465","view",11,2001
"5466","waitin",11,2001
"5467","watch",11,2001
"5468","win",11,2001
"5469","woman",11,2001
"5470","act",10,2001
"5471","apologize",10,2001
"5472","breakin",10,2001
"5473","cool",10,2001
"5474","couple",10,2001
"5475","days",10,2001
"5476","dear",10,2001
"5477","deny",10,2001
"5478","dog",10,2001
"5479","giving",10,2001
"5480","half",10,2001
"5481","hanging",10,2001
"5482","hate",10,2001
"5483","hot",10,2001
"5484","house",10,2001
"5485","hurting",10,2001
"5486","lie",10,2001
"5487","lose",10,2001
"5488","perfect",10,2001
"5489","ring",10,2001
"5490","shake",10,2001
"5491","somethin",10,2001
"5492","sunshine",10,2001
"5493","sweet",10,2001
"5494","trillion",10,2001
"5495","tryin",10,2001
"5496","uhh",10,2001
"5497","white",10,2001
"5498","19",9,2001
"5499","ass",9,2001
"5500","bet",9,2001
"5501","calls",9,2001
"5502","choose",9,2001
"5503","closer",9,2001
"5504","clothes",9,2001
"5505","dream",9,2001
"5506","edit",9,2001
"5507","elliott",9,2001
"5508","feet",9,2001
"5509","fellas",9,2001
"5510","finally",9,2001
"5511","freaky",9,2001
"5512","friends",9,2001
"5513","god",9,2001
"5514","gold",9,2001
"5515","honey",9,2001
"5516","i'lla",9,2001
"5517","i’ll",9,2001
"5518","legs",9,2001
"5519","les",9,2001
"5520","mess",9,2001
"5521","met",9,2001
"5522","miss",9,2001
"5523","party's",9,2001
"5524","played",9,2001
"5525","purple",9,2001
"5526","remember",9,2001
"5527","scared",9,2001
"5528","sight",9,2001
"5529","sitting",9,2001
"5530","slave",9,2001
"5531","standing",9,2001
"5532","struck",9,2001
"5533","tough",9,2001
"5534","wishing",9,2001
"5535","wonderland",9,2001
"5536","woo",9,2001
"5537","afraid",8,2001
"5538","bentley",8,2001
"5539","beyoncé",8,2001
"5540","bitch",8,2001
"5541","cars",8,2001
"5542","compares",8,2001
"5543","control",8,2001
"5544","die",8,2001
"5545","fiend",8,2001
"5546","friend",8,2001
"5547","gots",8,2001
"5548","guarantee",8,2001
"5549","guy",8,2001
"5550","ha",8,2001
"5551","hallelujah",8,2001
"5552","hee",8,2001
"5553","hide",8,2001
"5554","hook",8,2001
"5555","hurt",8,2001
"5556","late",8,2001
"5557","limousine",8,2001
"5558","living",8,2001
"5559","mama",8,2001
"5560","mary",8,2001
"5561","middle",8,2001
"5562","nice",8,2001
"5563","ohh",8,2001
"5564","rain",8,2001
"5565","rayvon",8,2001
"5566","rikrok",8,2001
"5567","rough",8,2001
"5568","sexy",8,2001
"5569","sit",8,2001
"5570","stead",8,2001
"5571","talkin",8,2001
"5572","tomorrow",8,2001
"5573","town",8,2001
"5574","tryna",8,2001
"5575","twenty",8,2001
"5576","vie",8,2001
"5577","yellow",8,2001
"5578","3000",7,2001
"5579","afternoon",7,2001
"5580","air",7,2001
"5581","amen",7,2001
"5582","andré",7,2001
"5583","bag",7,2001
"5584","bars",7,2001
"5585","bed",7,2001
"5586","belong",7,2001
"5587","bizarre",7,2001
"5588","black",7,2001
"5589","bradley",7,2001
"5590","brings",7,2001
"5591","buck",7,2001
"5592","bumpin",7,2001
"5593","buy",7,2001
"5594","chicks",7,2001
"5595","competes",7,2001
"5596","countin",7,2001
"5597","crib",7,2001
"5598","d's",7,2001
"5599","dancin",7,2001
"5600","dans",7,2001
"5601","deal",7,2001
"5602","doin",7,2001
"5603","dupri",7,2001
"5604","encore",7,2001
"5605","flame",7,2001
"5606","floatin",7,2001
"5607","fo",7,2001
"5608","hateration",7,2001
"5609","heh",7,2001
"5610","holleration",7,2001
"5611","jermaine",7,2001
"5612","jump",7,2001
"5613","june",7,2001
"5614","laugh",7,2001
"5615","line",7,2001
"5616","lucky",7,2001
"5617","mamas",7,2001
"5618","mmm",7,2001
"5619","morning",7,2001
"5620","mouth",7,2001
"5621","percolatin",7,2001
"5622","picture",7,2001
"5623","rap",7,2001
"5624","reason",7,2001
"5625","remains",7,2001
"5626","road",7,2001
"5627","roll",7,2001
"5628","romanthony",7,2001
"5629","simon",7,2001
"5630","single",7,2001
"5631","solo",7,2001
"5632","stand",7,2001
"5633","step",7,2001
"5634","summer",7,2001
"5635","surprise",7,2001
"5636","taking",7,2001
"5637","ten",7,2001
"5638","wall",7,2001
"5639","wheeling",7,2001
"5640","wit",7,2001
"5641","wondering",7,2001
"5642","won’t",7,2001
"5643","10",6,2001
"5644","41",6,2001
"5645","6",6,2001
"5646","anthem",6,2001
"5647","antony",6,2001
"5648","anymore",6,2001
"5649","attention",6,2001
"5650","bangin",6,2001
"5651","bedroom",6,2001
"5652","bizkit",6,2001
"5653","bottle",6,2001
"5654","bounce",6,2001
"5655","boys",6,2001
"5656","br",6,2001
"5657","breakdown",6,2001
"5658","count",6,2001
"5659","courage",6,2001
"5660","daaaa",6,2001
"5661","dah",6,2001
"5662","des",6,2001
"5663","desert",6,2001
"5664","destiny's",6,2001
"5665","don’t",6,2001
"5666","duncan",6,2001
"5667","en",6,2001
"5668","eternal",6,2001
"5669","eye",6,2001
"5670","faith",6,2001
"5671","fear",6,2001
"5672","floss",6,2001
"5673","front",6,2001
"5674","getcha",6,2001
"5675","goodbye",6,2001
"5676","groom",6,2001
"5677","guitar",6,2001
"5678","hang",6,2001
"5679","happened",6,2001
"5680","iced",6,2001
"5681","ludacris",6,2001
"5682","marvin",6,2001
"5683","pa",6,2001
"5684","package",6,2001
"5685","past",6,2001
"5686","peace",6,2001
"5687","peeps",6,2001
"5688","rest",6,2001
"5689","rides",6,2001
"5690","running",6,2001
"5691","sand",6,2001
"5692","sea",6,2001
"5693","sense",6,2001
"5694","set",6,2001
"5695","shakin",6,2001
"5696","shoulder",6,2001
"5697","singin",6,2001
"5698","sinking",6,2001
"5699","sleep",6,2001
"5700","slim",6,2001
"5701","smell",6,2001
"5702","smile",6,2001
"5703","snow",6,2001
"5704","son",6,2001
"5705","spinning",6,2001
"5706","standin",6,2001
"5707","thugs",6,2001
"5708","treat",6,2001
"5709","tuck",6,2001
"5710","tv",6,2001
"5711","useless",6,2001
"5712","version",6,2001
"5713","wait",6,2001
"5714","watching",6,2001
"5715","wedding",6,2001
"5716","wind",6,2001
"5717","word",6,2001
"5718","worry",6,2001
"5719","woulda",6,2001
"5720","13",5,2001
"5721","8",5,2001
"5722","ahhh",5,2001
"5723","astray",5,2001
"5724","au",5,2001
"5725","beating",5,2001
"5726","blast",5,2001
"5727","broken",5,2001
"5728","burnin",5,2001
"5729","butt",5,2001
"5730","car",5,2001
"5731","catch",5,2001
"5732","chick",5,2001
"5733","chicka",5,2001
"5734","chose",5,2001
"5735","class",5,2001
"5736","confused",5,2001
"5737","contributorsi’m",5,2001
"5738","corner",5,2001
"5739","denied",5,2001
"5740","dreaming",5,2001
"5741","dressed",5,2001
"5742","explain",5,2001
"5743","faking",5,2001
"5744","fate",5,2001
"5745","favorite",5,2001
"5746","fears",5,2001
"5747","fi",5,2001
"5748","flow",5,2001
"5749","fucked",5,2001
"5750","gaye",5,2001
"5751","guilty",5,2001
"5752","guys",5,2001
"5753","hah",5,2001
"5754","handed",5,2001
"5755","happiness",5,2001
"5756","haters",5,2001
"5757","heart's",5,2001
"5758","hoes",5,2001
"5759","holla",5,2001
"5760","holler",5,2001
"5761","hurts",5,2001
"5762","insane",5,2001
"5763","instrumental",5,2001
"5764","interlude",5,2001
"5765","kids",5,2001
"5766","leaving",5,2001
"5767","limp",5,2001
"5768","lips",5,2001
"5769","love's",5,2001
"5770","memory",5,2001
"5771","michelle",5,2001
"5772","moi",5,2001
"5773","naked",5,2001
"5774","one's",5,2001
"5775","playin",5,2001
"5776","pop",5,2001
"5777","pray",5,2001
"5778","pussy",5,2001
"5779","rare",5,2001
"5780","remix",5,2001
"5781","school",5,2001
"5782","scream",5,2001
"5783","share",5,2001
"5784","shooting",5,2001
"5785","sick",5,2001
"5786","sold",5,2001
"5787","songs",5,2001
"5788","speak",5,2001
"5789","star",5,2001
"5790","started",5,2001
"5791","talking",5,2001
"5792","taste",5,2001
"5793","ups",5,2001
"5794","victim",5,2001
"5795","waste",5,2001
"5796","wear",5,2001
"5797","wine",5,2001
"5798","women",5,2001
"5799","worse",5,2001
"5800","à",5,2001
"5801","11",4,2001
"5802","15you",4,2001
"5803","16",4,2001
"5804","18",4,2001
"5805","21",4,2001
"5806","23",4,2001
"5807","30",4,2001
"5808","9",4,2001
"5809","afroman",4,2001
"5810","age",4,2001
"5811","answer",4,2001
"5812","anthony",4,2001
"5813","apartment",4,2001
"5814","ayy",4,2001
"5815","bacardi",4,2001
"5816","bathroom",4,2001
"5817","beautiful",4,2001
"5818","blige",4,2001
"5819","bloodstains",4,2001
"5820","blow",4,2001
"5821","bottles",4,2001
"5822","brain",4,2001
"5823","breaking",4,2001
"5824","breathin",4,2001
"5825","carpet",4,2001
"5826","casualty",4,2001
"5827","ces",4,2001
"5828","city",4,2001
"5829","conformity",4,2001
"5830","creepin",4,2001
"5831","crescendo",4,2001
"5832","criminal",4,2001
"5833","cut",4,2001
"5834","dark",4,2001
"5835","david",4,2001
"5836","dead",4,2001
"5837","deserve",4,2001
"5838","dime",4,2001
"5839","dj's",4,2001
"5840","doom",4,2001
"5841","doubt",4,2001
"5842","downers",4,2001
"5843","dribble",4,2001
"5844","drives",4,2001
"5845","drove",4,2001
"5846","escape",4,2001
"5847","everybody's",4,2001
"5848","fade",4,2001
"5849","feelin",4,2001
"5850","fight",4,2001
"5851","fools",4,2001
"5852","gabrielle",4,2001
"5853","games",4,2001
"5854","gentlemen",4,2001
"5855","grow",4,2001
"5856","gun",4,2001
"5857","haha",4,2001
"5858","hangin",4,2001
"5859","heaven",4,2001
"5860","held",4,2001
"5861","hereunder",4,2001
"5862","hope",4,2001
"5863","hopin",4,2001
"5864","island",4,2001
"5865","jc",4,2001
"5866","je",4,2001
"5867","jones",4,2001
"5868","joys",4,2001
"5869","keeping",4,2001
"5870","kelly",4,2001
"5871","key",4,2001
"5872","keys",4,2001
"5873","kid",4,2001
"5874","knowing",4,2001
"5875","kylie",4,2001
"5876","l'heure",4,2001
"5877","lives",4,2001
"5878","looked",4,2001
"5879","messed",4,2001
"5880","midnight",4,2001
"5881","milky",4,2001
"5882","minogue",4,2001
"5883","models",4,2001
"5884","mom",4,2001
"5885","mountain",4,2001
"5886","mushroom",4,2001
"5887","naive",4,2001
"5888","nizzle",4,2001
"5889","nos",4,2001
"5890","outta",4,2001
"5891","owe",4,2001
"5892","parents",4,2001
"5893","pas",4,2001
"5894","pick",4,2001
"5895","pour",4,2001
"5896","pow",4,2001
"5897","pretend",4,2001
"5898","promised",4,2001
"5899","promises",4,2001
"5900","punk",4,2001
"5901","qui",4,2001
"5902","quiet",4,2001
"5903","ran",4,2001
"5904","represent",4,2001
"5905","return",4,2001
"5906","sayin",4,2001
"5907","sell",4,2001
"5908","shady",4,2001
"5909","sheet",4,2001
"5910","shizzle",4,2001
"5911","shooby",4,2001
"5912","sky",4,2001
"5913","slip",4,2001
"5914","smooth",4,2001
"5915","society",4,2001
"5916","spot",4,2001
"5917","stare",4,2001
"5918","staring",4,2001
"5919","straight",4,2001
"5920","stress",4,2001
"5921","stuff",4,2001
"5922","sum",4,2001
"5923","sweat",4,2001
"5924","swim",4,2001
"5925","thereover",4,2001
"5926","till",4,2001
"5927","tito",4,2001
"5928","tone",4,2001
"5929","top",4,2001
"5930","track",4,2001
"5931","trippin",4,2001
"5932","typical",4,2001
"5933","une",4,2001
"5934","uppers",4,2001
"5935","va",4,2001
"5936","vain",4,2001
"5937","vibe",4,2001
"5938","walking",4,2001
"5939","water",4,2001
"5940","weed",4,2001
"5941","westlife",4,2001
"5942","wet",4,2001
"5943","what'cha",4,2001
"5944","wheel",4,2001
"5945","wicked",4,2001
"5946","world's",4,2001
"5947","yea",4,2001
"5948","yeahhhhh",4,2001
"5949","yeay",4,2001
"5950","you’re",4,2001
"5951","27",3,2001
"5952","32",3,2001
"5953","34",3,2001
"5954","39",3,2001
"5955","46",3,2001
"5956","5",3,2001
"5957","7",3,2001
"5958","70you",3,2001
"5959","acting",3,2001
"5960","addicted",3,2001
"5961","ago",3,2001
"5962","attitude",3,2001
"5963","awful",3,2001
"5964","backaaa",3,2001
"5965","basement",3,2001
"5966","betta",3,2001
"5967","biggie",3,2001
"5968","bills",3,2001
"5969","bit",3,2001
"5970","blame",3,2001
"5971","blessed",3,2001
"5972","blowin",3,2001
"5973","boo",3,2001
"5974","born",3,2001
"5975","bottom",3,2001
"5976","brandon",3,2001
"5977","brian",3,2001
"5978","bridges",3,2001
"5979","brought",3,2001
"5980","bruised",3,2001
"5981","building",3,2001
"5982","candy",3,2001
"5983","cares",3,2001
"5984","cell",3,2001
"5985","cheated",3,2001
"5986","clouds",3,2001
"5987","comme",3,2001
"5988","complain",3,2001
"5989","contributorsit’s",3,2001
"5990","cryin",3,2001
"5991","cuz",3,2001
"5992","d'autre",3,2001
"5993","d12",3,2001
"5994","daddy",3,2001
"5995","dahh",3,2001
"5996","dare",3,2001
"5997","darlin",3,2001
"5998","daron",3,2001
"5999","decide",3,2001
"6000","del",3,2001
"6001","dido",3,2001
"6002","dirty",3,2001
"6003","diverted",3,2001
"6004","dogg",3,2001
